slug	current_path	target_path	reason
yu-le-zhi-si	books/社会科学/尼尔·波兹曼-娱乐至死.md	books/社会公共/媒介传播/尼尔·波兹曼-娱乐至死.md	primary reader goal is media and communication
min-fa-dian-yu-ri-chang-sheng-huo	books/社会科学/彭诚信,陈吉栋-民法典与日常生活.md	books/社会公共/法律公共/彭诚信,陈吉栋-民法典与日常生活.md	primary reader goal is law and public justice
gong-zuo-xiao-fei-zhu-yi-he-xin-qiong-ren	books/社会科学/齐格蒙特·鲍曼-工作、消费主义和新穷人.md	books/社会公共/社会理论/齐格蒙特·鲍曼-工作、消费主义和新穷人.md	social theory and public life shelf
lun-ren-lei-bu-ping-deng-de-qi-yuan-he-ji-chu	books/社会科学/让-雅克·卢梭-论人类不平等的起源和基础.md	books/社会公共/政治制度/让-雅克·卢梭-论人类不平等的起源和基础.md	primary reader goal is political institutions
xiao-fei-she-hui	books/社会科学/让·鲍德里亚-消费社会.md	books/金钱投资/经济学/让·鲍德里亚-消费社会.md	primary reader goal is economics
wen-ming-de-chong-tu	books/社会科学/塞缪尔·亨廷顿-文明的冲突.md	books/历史世界/国际秩序/塞缪尔·亨廷顿-文明的冲突.md	primary reader goal is international order
yan-nv	books/社会科学/上野千鹤子-厌女.md	books/社会公共/性别结构/上野千鹤子-厌女.md	primary reader goal is gender and social structure
fa-zhi-ji-qi-ben-tu-zi-yuan	books/社会科学/苏力-法治及其本土资源.md	books/社会公共/法律公共/苏力-法治及其本土资源.md	primary reader goal is law and public justice
xue-dian-fa-lv-bi-dian-keng	books/社会科学/隋兵-学点法律避点坑.md	books/社会公共/法律公共/隋兵-学点法律避点坑.md	primary reader goal is law and public justice
you-xian-jie-ji-lun	books/社会科学/托斯丹·凡勃伦-有闲阶级论.md	books/金钱投资/经济学/托斯丹·凡勃伦-有闲阶级论.md	primary reader goal is economics
di-er-xing	books/社会科学/西蒙娜·德·波伏瓦-第二性.md	books/社会公共/性别结构/西蒙娜·德·波伏瓦-第二性.md	primary reader goal is gender and social structure
guo-fu-lun	books/社会科学/亚当·斯密-国富论.md	books/金钱投资/经济学/亚当·斯密-国富论.md	primary shelf is economics
guo-lv-pao	books/社会科学/伊莱·帕里泽-过滤泡.md	books/科技媒介/平台算法/伊莱·帕里泽-过滤泡.md	primary reader goal is platforms and algorithms
jin-ri-jian-shi	books/社会科学/尤瓦尔·赫拉利-今日简史.md	books/科技媒介/未来技术/尤瓦尔·赫拉利-今日简史.md	primary reader goal is future technology
ren-lei-jian-shi	books/社会科学/尤瓦尔·赫拉利-人类简史.md	books/历史世界/世界历史/尤瓦尔·赫拉利-人类简史.md	primary reader goal is civilizational history
wei-lai-jian-shi	books/社会科学/尤瓦尔·赫拉利-未来简史.md	books/科技媒介/未来技术/尤瓦尔·赫拉利-未来简史.md	primary reader goal is future technology
zhi-ren-zhi-shang	books/社会科学/尤瓦尔·赫拉利-智人之上.md	books/科技媒介/信息网络/尤瓦尔·赫拉利-智人之上.md	primary reader goal is information-network history
she-hui-gong-tong-zi-ben	books/社会科学/宇泽弘文-社会共通资本.md	books/社会公共/城市环境/宇泽弘文-社会共通资本.md	primary reader goal is city, environment, and sustainability
sheng-si-ke	books/社会科学/袁凌-生死课.md	books/社会公共/社会理论/袁凌-生死课.md	social theory and public life shelf
jiu-ye-li-xi-he-huo-bi-tong-lun	books/社会科学/约翰·梅纳德·凯恩斯-就业利息与货币通论.md	books/金钱投资/经济学/约翰·梅纳德·凯恩斯-就业利息与货币通论.md	primary reader goal is economics
qi-hou-jing-ji-yu-ren-lei-wei-lai	books/社会科学/Bill Gates-气候经济与人类未来.md	books/社会公共/城市环境/Bill Gates-气候经济与人类未来.md	primary reader goal is climate, environment, and sustainability
dui-qi-wen-ti	books/社会科学/Brian Christian-对齐问题.md	books/科技媒介/AI变革/Brian Christian-对齐问题.md	primary reader goal is AI transformation
she-hui-xue-de-xiang-xiang-li	books/社会科学/C. 赖特·米尔斯-社会学的想象力.md	books/社会公共/社会理论/C. 赖特·米尔斯-社会学的想象力.md	social theory and public life shelf
xiao-ji-shi-mei	books/社会科学/E. F. Schumacher-小即是美.md	books/社会公共/城市环境/E. F. Schumacher-小即是美.md	primary reader goal is city, environment, and sustainability
ren-ji-gong-zhi	books/社会科学/Ethan Mollick-人机共智.md	books/科技媒介/AI变革/Ethan Mollick-人机共智.md	primary reader goal is AI transformation
ji-jiang-dao-lai-de-lang-chao	books/社会科学/Mustafa Suleyman,Michael Bhaskar-即将到来的浪潮.md	books/科技媒介/AI变革/Mustafa Suleyman,Michael Bhaskar-即将到来的浪潮.md	primary reader goal is AI transformation
shi-kong-de-nong-ye	books/社会科学/Philip Lymbery,Isabel Oakeshott-失控的农业.md	books/科技媒介/未来技术/Philip Lymbery,Isabel Oakeshott-失控的农业.md	primary reader goal is future technology
ji-jing-de-chun-tian	books/社会科学/Rachel Carson-寂静的春天.md	books/社会公共/城市环境/Rachel Carson-寂静的春天.md	primary reader goal is city, environment, and sustainability
qi-dian-lin-jin	books/社会科学/Ray Kurzweil-奇点临近.md	books/科技媒介/AI变革/Ray Kurzweil-奇点临近.md	primary reader goal is AI transformation
jian-shi-zi-ben-zhu-yi-shi-dai	books/社会科学/Shoshana Zuboff-监视资本主义时代.md	books/社会公共/技术社会/Shoshana Zuboff-监视资本主义时代.md	primary reader goal is technology in social systems
zhu-yi-li-shang-ren	books/社会科学/Tim Wu-注意力商人.md	books/社会公共/媒介传播/Tim Wu-注意力商人.md	primary reader goal is media and communication
chi-luo-luo-de-tong-ji-xue	books/思维方式/查尔斯·韦兰-赤裸裸的统计学.md	books/思维科学/证据科学/查尔斯·韦兰-赤裸裸的统计学.md	primary reader goal is evidence, statistics, and causality
n-shi-pin-cha	books/思维方式/大卫·萨尔斯伯格-女士品茶.md	books/思维科学/证据科学/大卫·萨尔斯伯格-女士品茶.md	primary reader goal is evidence, statistics, and causality
guai-dan-xing-wei-xue	books/思维方式/丹·艾瑞里-怪诞行为学.md	books/思维科学/行为经济/丹·艾瑞里-怪诞行为学.md	primary reader goal is bias and behavioral economics
si-kao-kuai-yu-man	books/思维方式/丹尼尔·卡尼曼-思考，快与慢.md	books/思维科学/行为经济/丹尼尔·卡尼曼-思考，快与慢.md	primary reader goal is bias and behavioral economics
zao-sheng	books/思维方式/丹尼尔·卡尼曼,奥利维耶·西博尼,卡斯·桑斯坦-噪声.md	books/思维科学/概率风险/丹尼尔·卡尼曼,奥利维耶·西博尼,卡斯·桑斯坦-噪声.md	primary reader goal is uncertainty and risk
xi-tong-zhi-mei	books/思维方式/德内拉·梅多斯-系统之美.md	books/思维科学/系统复杂/德内拉·梅多斯-系统之美.md	primary reader goal is systems and complexity
chao-ji-yu-ce	books/思维方式/菲利普·泰洛克,丹·加德纳-超级预测.md	books/思维科学/概率风险/菲利普·泰洛克,丹·加德纳-超级预测.md	primary reader goal is uncertainty and risk
dong-xue-qi-an	books/思维方式/富勒,彼得·萨伯-洞穴奇案.md	books/思维科学/决策判断/富勒,彼得·萨伯-洞穴奇案.md	primary reader goal is decision and judgment
yin-guo-tui-duan	books/思维方式/郭若城-因果推断.md	books/思维科学/证据科学/郭若城-因果推断.md	primary reader goal is evidence, statistics, and causality
shi-shi	books/思维方式/汉斯·罗斯林,欧拉·罗斯林,安娜·罗斯林·罗朗德-事实.md	books/思维科学/证据科学/汉斯·罗斯林,欧拉·罗斯林,安娜·罗斯林·罗朗德-事实.md	primary reader goal is evidence, statistics, and causality
zhe-cai-shi-xin-li-xue	books/思维方式/基思·斯坦诺维奇-这才是心理学.md	books/思维科学/证据科学/基思·斯坦诺维奇-这才是心理学.md	primary reader goal is evidence, statistics, and causality
si-wei-mo-xing	books/思维方式/加布里·温伯格-思维模型.md	books/思维科学/证据科学/加布里·温伯格-思维模型.md	primary reader goal is scientific worldview
gui-mo	books/思维方式/杰弗里·韦斯特-规模.md	books/思维科学/系统复杂/杰弗里·韦斯特-规模.md	primary reader goal is systems and complexity
kong-zhi-lun-yu-ke-xue-fang-fa-lun	books/思维方式/金观涛、华国凡-控制论与科学方法论.md	books/思维科学/系统复杂/金观涛、华国凡-控制论与科学方法论.md	primary reader goal is systems and complexity
tan-xing	books/思维方式/莱昂纳德·蒙洛迪诺-弹性.md	books/思维科学/系统复杂/莱昂纳德·蒙洛迪诺-弹性.md	primary reader goal is systems and complexity
zen-yang-jue-ding-da-shi	books/思维方式/劳伦斯·艾利森,尼尔·肖特兰-怎样决定大事.md	books/思维科学/决策判断/劳伦斯·艾利森,尼尔·肖特兰-怎样决定大事.md	primary reader goal is decision and judgment
pi-pan-xing-si-wei-gong-ju	books/思维方式/理查德·保罗,琳达·埃尔德-批判性思维工具.md	books/思维科学/证据科学/理查德·保罗,琳达·埃尔德-批判性思维工具.md	primary reader goal is evidence, statistics, and causality
shi-jie-guan	books/思维方式/理查德·德威特-世界观.md	books/思维科学/证据科学/理查德·德威特-世界观.md	primary reader goal is scientific worldview
cuo-wu-de-xing-wei	books/思维方式/理查德·塞勒-错误的行为.md	books/思维科学/行为经济/理查德·塞勒-错误的行为.md	primary reader goal is bias and behavioral economics
zhu-tui	books/思维方式/理查德·塞勒,卡斯·桑斯坦-助推.md	books/思维科学/行为经济/理查德·塞勒,卡斯·桑斯坦-助推.md	primary reader goal is bias and behavioral economics
mang-dian	books/思维方式/马扎林·贝纳基,安东尼·格林沃尔德-盲点.md	books/思维科学/行为经济/马扎林·贝纳基,安东尼·格林沃尔德-盲点.md	primary reader goal is bias and behavioral economics
fu-za	books/思维方式/梅拉妮·米歇尔-复杂.md	books/思维科学/系统复杂/梅拉妮·米歇尔-复杂.md	primary reader goal is systems and complexity
sui-ji-man-bu-de-sha-gua	books/思维方式/纳西姆·尼古拉斯·塔勒布-随机漫步的傻瓜.md	books/思维科学/概率风险/纳西姆·尼古拉斯·塔勒布-随机漫步的傻瓜.md	primary reader goal is uncertainty and risk
fan-cui-ruo	books/思维方式/纳西姆·塔勒布-反脆弱.md	books/思维科学/系统复杂/纳西姆·塔勒布-反脆弱.md	primary reader goal is systems and complexity
jue-duan-li	books/思维方式/奇普·希思,丹·希思-决断力.md	books/思维科学/行为经济/奇普·希思,丹·希思-决断力.md	primary reader goal is bias and behavioral economics
ke-xue-ge-ming-de-jie-gou	books/思维方式/托马斯·库恩-科学革命的结构.md	books/思维科学/证据科学/托马斯·库恩-科学革命的结构.md	primary reader goal is scientific worldview
chao-yue-gan-jue	books/思维方式/文森特·鲁吉罗-超越感觉.md	books/思维科学/证据科学/文森特·鲁吉罗-超越感觉.md	primary reader goal is evidence, statistics, and causality
hun-dun	books/思维方式/詹姆斯·格雷克-混沌.md	books/思维科学/系统复杂/詹姆斯·格雷克-混沌.md	primary reader goal is systems and complexity
wei-shen-me	books/思维方式/朱迪亚·珀尔,达纳·麦肯齐-为什么.md	books/思维科学/证据科学/朱迪亚·珀尔,达纳·麦肯齐-为什么.md	primary reader goal is evidence, statistics, and causality
jin-rong-lian-jin-shu	books/投资/宏观周期/乔治·索罗斯-金融炼金术.md	books/金钱投资/宏观周期/乔治·索罗斯-金融炼金术.md	existing macro-cycle shelf
zhai-wu-wei-ji	books/投资/宏观周期/瑞·达利欧-债务危机.md	books/金钱投资/宏观周期/瑞·达利欧-债务危机.md	existing macro-cycle shelf
quan-qiu-shi-ye-xia-de-tou-zi-ji-hui	books/投资/宏观周期/时寒冰-全球视野下的投资机会.md	books/金钱投资/宏观周期/时寒冰-全球视野下的投资机会.md	existing macro-cycle shelf
cong-ming-de-tou-zi-zhe	books/投资/价值投资/本杰明·格雷厄姆-聪明的投资者.md	books/金钱投资/价值投资/本杰明·格雷厄姆-聪明的投资者.md	existing value-investing shelf
zheng-quan-fen-xi	books/投资/价值投资/本杰明·格雷厄姆-证券分析.md	books/金钱投资/价值投资/本杰明·格雷厄姆-证券分析.md	existing value-investing shelf
cheng-gong-tou-zi	books/投资/价值投资/彼得·林奇-成功投资.md	books/金钱投资/价值投资/彼得·林奇-成功投资.md	existing value-investing shelf
zhan-sheng-hua-er-jie	books/投资/价值投资/彼得·林奇-战胜华尔街.md	books/金钱投资/价值投资/彼得·林奇-战胜华尔街.md	existing value-investing shelf
jia-zhi-tou-zi-cong-ge-lei-e-mu-dao-ba-fei-te	books/投资/价值投资/布鲁斯·C.格林沃尔德-价值投资：从格雷厄姆到巴菲特.md	books/金钱投资/价值投资/布鲁斯·C.格林沃尔德-价值投资：从格雷厄姆到巴菲特.md	existing value-investing shelf
qiong-cha-li-bao-dian	books/投资/价值投资/查理·芒格-穷查理宝典.md	books/金钱投资/价值投资/查理·芒格-穷查理宝典.md	existing value-investing shelf
shi-jian-de-mei-gui	books/投资/价值投资/但斌-时间的玫瑰.md	books/金钱投资/价值投资/但斌-时间的玫瑰.md	existing value-investing shelf
zen-yang-xuan-ze-cheng-zhang-gu	books/投资/价值投资/菲利普·费雪-怎样选择成长股.md	books/金钱投资/价值投资/菲利普·费雪-怎样选择成长股.md	existing value-investing shelf
tou-zi-zui-zhong-yao-de-shi	books/投资/价值投资/霍华德·马克斯-投资最重要的事.md	books/金钱投资/价值投资/霍华德·马克斯-投资最重要的事.md	existing value-investing shelf
zhou-qi	books/投资/价值投资/霍华德·马克斯-周期.md	books/金钱投资/价值投资/霍华德·马克斯-周期.md	existing value-investing shelf
ba-fei-te-zhi-dao	books/投资/价值投资/罗伯特·哈格斯特朗-巴菲特之道.md	books/金钱投资/价值投资/罗伯特·哈格斯特朗-巴菲特之道.md	existing value-investing shelf
gu-shi-wen-zhuan	books/投资/价值投资/乔尔·格林布拉特-股市稳赚.md	books/金钱投资/价值投资/乔尔·格林布拉特-股市稳赚.md	existing value-investing shelf
an-quan-bian-ji	books/投资/价值投资/塞思·卡拉曼-安全边际.md	books/金钱投资/价值投资/塞思·卡拉曼-安全边际.md	existing value-investing shelf
xiao-ao-gu-shi	books/投资/价值投资/威廉·欧奈尔-笑傲股市.md	books/金钱投资/价值投资/威廉·欧奈尔-笑傲股市.md	existing value-investing shelf
ba-fei-te-zhi-gu-dong-de-xin	books/投资/价值投资/沃伦·巴菲特-巴菲特致股东的信.md	books/金钱投资/价值投资/沃伦·巴菲特-巴菲特致股东的信.md	existing value-investing shelf
yi-ben-shu-du-dong-cai-bao	books/投资/价值投资/肖星-一本书读懂财报.md	books/金钱投资/价值投资/肖星-一本书读懂财报.md	existing value-investing shelf
jiao-yi-sheng-jing	books/投资/交易系统/布伦特·奔富-交易圣经.md	books/金钱投资/交易系统/布伦特·奔富-交易圣经.md	existing trading-system shelf
qi-huo-shi-chang-de-ji-suan-ji-fen-xi	books/投资/交易系统/查尔斯·勒博-期货市场的计算机分析.md	books/金钱投资/交易系统/查尔斯·勒博-期货市场的计算机分析.md	existing trading-system shelf
hai-gui-jiao-yi-fa-ze	books/投资/交易系统/柯蒂斯·费思-海龟交易法则.md	books/金钱投资/交易系统/柯蒂斯·费思-海龟交易法则.md	existing trading-system shelf
ji-xie-jiao-yi-xi-tong	books/投资/交易系统/理查德·威斯曼-机械交易系统.md	books/金钱投资/交易系统/理查德·威斯曼-机械交易系统.md	existing trading-system shelf
gu-shi-qu-shi-ji-shu-fen-xi	books/投资/交易系统/罗伯特·爱德华兹-股市趋势技术分析.md	books/金钱投资/交易系统/罗伯特·爱德华兹-股市趋势技术分析.md	existing trading-system shelf
ri-ben-la-zhu-tu-ji-shu	books/投资/交易系统/史蒂夫·尼森-日本蜡烛图技术.md	books/金钱投资/交易系统/史蒂夫·尼森-日本蜡烛图技术.md	existing trading-system shelf
ji-shu-jiao-yi-xi-tong-xin-gai-nian	books/投资/交易系统/J·威尔斯·威尔德-技术交易系统新概念.md	books/金钱投资/交易系统/J·威尔斯·威尔德-技术交易系统新概念.md	existing trading-system shelf
gu-piao-da-zuo-shou-hui-yi-lu	books/投资/交易心理/埃德温·勒费弗-股票大作手回忆录.md	books/金钱投资/交易心理/埃德温·勒费弗-股票大作手回忆录.md	existing trading-psychology shelf
tong-xiang-jin-rong-wang-guo-de-zi-you-zhi-lu	books/投资/交易心理/范·K·撒普-通向金融王国的自由之路.md	books/金钱投资/交易心理/范·K·撒普-通向金融王国的自由之路.md	existing trading-psychology shelf
jin-rong-guai-jie	books/投资/交易心理/杰克·施瓦格-金融怪杰.md	books/金钱投资/交易心理/杰克·施瓦格-金融怪杰.md	existing trading-psychology shelf
xin-jin-rong-guai-jie	books/投资/交易心理/杰克·施瓦格-新金融怪杰.md	books/金钱投资/交易心理/杰克·施瓦格-新金融怪杰.md	existing trading-psychology shelf
zi-lv-de-jiao-yi-zhe	books/投资/交易心理/马克·道格拉斯-自律的交易者.md	books/金钱投资/交易心理/马克·道格拉斯-自律的交易者.md	existing trading-psychology shelf
yi-jiao-yi-wei-sheng	books/投资/交易心理/亚历山大·埃尔德-以交易为生.md	books/金钱投资/交易心理/亚历山大·埃尔德-以交易为生.md	existing trading-psychology shelf
xiao-gou-qian-qian	books/投资/理财入门/博多·舍费尔-小狗钱钱.md	books/金钱投资/理财入门/博多·舍费尔-小狗钱钱.md	existing personal finance shelf
fu-ba-ba-qiong-ba-ba	books/投资/理财入门/罗伯特·清崎-富爸爸穷爸爸.md	books/金钱投资/理财入门/罗伯特·清崎-富爸爸穷爸爸.md	existing personal finance shelf
jin-qian-xin-li-xue	books/投资/理财入门/摩根·豪泽尔-金钱心理学.md	books/金钱投资/理财入门/摩根·豪泽尔-金钱心理学.md	existing personal finance shelf
ba-bi-lun-zui-fu-you-de-ren	books/投资/理财入门/乔治·S.克拉森-巴比伦最富有的人.md	books/金钱投资/理财入门/乔治·S.克拉森-巴比伦最富有的人.md	existing personal finance shelf
lin-jia-de-bai-wan-fu-weng	books/投资/理财入门/托马斯·J.斯坦利,威廉·D.丹科-邻家的百万富翁.md	books/金钱投资/理财入门/托马斯·J.斯坦利,威廉·D.丹科-邻家的百万富翁.md	existing personal finance shelf
gong-tong-ji-jin-chang-shi	books/投资/理财入门/约翰·博格-共同基金常识.md	books/金钱投资/理财入门/约翰·博格-共同基金常识.md	existing personal finance shelf
cai-fu-zi-you-zhi-lu	books/投资/理财入门/J·L·柯林斯-财富自由之路.md	books/金钱投资/理财入门/J·L·柯林斯-财富自由之路.md	existing personal finance shelf
bi-er-mi-le-tou-zi-zhi-dao	books/投资/珍妮特·洛尔-比尔·米勒投资之道.md	books/金钱投资/价值投资/珍妮特·洛尔-比尔·米勒投资之道.md	investment-method profile belongs with value investing
ke-yi-lian-xi	books/效率习惯/安德斯·艾利克森-刻意练习.md	books/自我管理/学习练习/安德斯·艾利克森-刻意练习.md	primary reader goal is learning and practice
xue-xi-zhi-dao	books/效率习惯/芭芭拉·奥克利-学习之道.md	books/自我管理/学习练习/芭芭拉·奥克利-学习之道.md	primary reader goal is learning and practice
ren-zhi-tian-xing	books/效率习惯/彼得·C·布朗,亨利·L·罗迪格三世,马克·A·麦克丹尼尔-认知天性.md	books/自我管理/学习练习/彼得·C·布朗,亨利·L·罗迪格三世,马克·A·麦克丹尼尔-认知天性.md	primary reader goal is learning and practice
xi-guan-de-li-liang	books/效率习惯/查尔斯·都希格-习惯的力量.md	books/自我管理/习惯行动/查尔斯·都希格-习惯的力量.md	primary reader goal is habit and behavior change
gao-ding	books/效率习惯/戴维·艾伦-搞定.md	books/自我管理/时间精力/戴维·艾伦-搞定.md	primary reader goal is time, energy, and life system
mei-zhou-gong-zuo-4-xiao-shi	books/效率习惯/蒂莫西·费里斯-每周工作4小时.md	books/自我管理/时间精力/蒂莫西·费里斯-每周工作4小时.md	primary reader goal is time, energy, and life system
jing-yao-zhu-yi	books/效率习惯/格雷戈·麦吉沃恩-精要主义.md	books/自我管理/专注效率/格雷戈·麦吉沃恩-精要主义.md	primary reader goal is focus and productivity
jing-li-guan-li	books/效率习惯/吉姆·洛尔,托尼·施瓦茨-精力管理.md	books/自我管理/时间精力/吉姆·洛尔,托尼·施瓦茨-精力管理.md	primary reader goal is time, energy, and life system
man-sheng-chan-li	books/效率习惯/卡尔·纽波特-慢生产力.md	books/自我管理/专注效率/卡尔·纽波特-慢生产力.md	primary reader goal is focus and productivity
shen-du-gong-zuo	books/效率习惯/卡尔·纽波特-深度工作.md	books/自我管理/专注效率/卡尔·纽波特-深度工作.md	primary reader goal is focus and productivity
you-xiu-dao-bu-neng-bei-hu-shi	books/效率习惯/卡尔·纽波特-优秀到不能被忽视.md	books/自我管理/专注效率/卡尔·纽波特-优秀到不能被忽视.md	primary reader goal is focus and productivity
hai-mian-yue-du-fa	books/效率习惯/李小墨-海绵阅读法.md	books/自我管理/学习练习/李小墨-海绵阅读法.md	primary reader goal is learning and practice
xin-liu	books/效率习惯/米哈里·契克森米哈赖-心流.md	books/自我管理/学习练习/米哈里·契克森米哈赖-心流.md	primary reader goal is learning and practice
duan-she-li	books/效率习惯/山下英子-断舍离.md	books/自我管理/时间精力/山下英子-断舍离.md	primary reader goal is time, energy, and life system
gao-xiao-neng-ren-shi-de-qi-ge-xi-guan	books/效率习惯/史蒂芬·柯维-高效能人士的七个习惯.md	books/自我管理/习惯行动/史蒂芬·柯维-高效能人士的七个习惯.md	primary reader goal is habit and behavior change
wei-xi-guan	books/效率习惯/斯蒂芬·盖斯-微习惯.md	books/自我管理/习惯行动/斯蒂芬·盖斯-微习惯.md	primary reader goal is habit and behavior change
zhao-hui-zhuan-zhu-li	books/效率习惯/约翰·海利-找回专注力.md	books/自我管理/专注效率/约翰·海利-找回专注力.md	primary reader goal is focus and productivity
zhang-kong-xi-guan	books/效率习惯/詹姆斯·克利尔-掌控习惯.md	books/自我管理/习惯行动/詹姆斯·克利尔-掌控习惯.md	primary reader goal is habit and behavior change
zi-zi-zhu-ji	books/写作创意/安妮·拉莫特-字字珠玑.md	books/人文艺术/叙事创作/安妮·拉莫特-字字珠玑.md	primary reader goal is narrative craft
xiang-yi-shu-jia-yi-yang-si-kao	books/写作创意/贝蒂·艾德华-像艺术家一样思考.md	books/人文艺术/艺术美学/贝蒂·艾德华-像艺术家一样思考.md	primary reader goal is art and aesthetics
cheng-wei-zuo-jia	books/写作创意/多萝西娅·布兰德-成为作家.md	books/人文艺术/写作技艺/多萝西娅·布兰德-成为作家.md	primary reader goal is writing craft
wen-xue-jiang-gao	books/写作创意/弗拉基米尔·纳博科夫-文学讲稿.md	books/人文艺术/叙事创作/弗拉基米尔·纳博科夫-文学讲稿.md	primary reader goal is narrative craft
save-the-cat-xie-qing-shao-nian-xiao-shuo	books/写作创意/杰西卡·布鲁迪-Save-the-Cat-写青少年小说.md	books/人文艺术/叙事创作/杰西卡·布鲁迪-Save-the-Cat-写青少年小说.md	primary reader goal is narrative craft
mei-de-li-cheng	books/写作创意/李泽厚-美的历程.md	books/人文艺术/艺术美学/李泽厚-美的历程.md	primary reader goal is art and aesthetics
xie-gei-da-jia-kan-de-she-ji-shu	books/写作创意/罗宾·威廉姆斯-写给大家看的设计书.md	books/人文艺术/设计视觉/罗宾·威廉姆斯-写给大家看的设计书.md	primary reader goal is visual design
gu-shi	books/写作创意/罗伯特·麦基-故事.md	books/人文艺术/叙事创作/罗伯特·麦基-故事.md	primary reader goal is narrative craft
chan-yu-mo-tuo-che-wei-xiu-yi-shu	books/写作创意/罗伯特·M. 波西格-禅与摩托车维修艺术.md	books/人文艺术/艺术美学/罗伯特·M. 波西格-禅与摩托车维修艺术.md	primary reader goal is art and aesthetics
wen-xue-hui-yi-lu	books/写作创意/木心-文学回忆录.md	books/人文艺术/文学阅读/木心-文学回忆录.md	primary reader goal is literary reading
wen-xue-li-lun-ru-men	books/写作创意/乔纳森·卡勒-文学理论入门.md	books/人文艺术/文学阅读/乔纳森·卡勒-文学理论入门.md	primary reader goal is literary reading
ka-pian-bi-ji-xie-zuo-fa	books/写作创意/申克·阿伦斯-卡片笔记写作法.md	books/自我管理/表达输出/申克·阿伦斯-卡片笔记写作法.md	primary reader goal is note-based output
feng-ge-gan-jue	books/写作创意/史蒂芬·平克-风格感觉.md	books/人文艺术/写作技艺/史蒂芬·平克-风格感觉.md	primary reader goal is writing craft
xie-zuo-de-zhan-zheng	books/写作创意/史蒂文·普雷斯菲尔德-写作的战争.md	books/人文艺术/写作技艺/史蒂文·普雷斯菲尔德-写作的战争.md	primary reader goal is writing craft
xie-zuo-zhe-hui-shi	books/写作创意/斯蒂芬·金-写作这回事.md	books/人文艺术/写作技艺/斯蒂芬·金-写作这回事.md	primary reader goal is writing craft
ru-he-yue-du-yi-ben-xiao-shuo	books/写作创意/托马斯·福斯特-如何阅读一本小说.md	books/人文艺术/叙事创作/托马斯·福斯特-如何阅读一本小说.md	primary reader goal is narrative craft
ying-wen-xie-zuo-zhi-nan	books/写作创意/威廉·斯特伦克-英文写作指南.md	books/人文艺术/写作技艺/威廉·斯特伦克-英文写作指南.md	primary reader goal is writing craft
wen-xue-de-gu-shi	books/写作创意/约翰·萨瑟兰-文学的故事.md	books/人文艺术/叙事创作/约翰·萨瑟兰-文学的故事.md	primary reader goal is narrative craft
xiao-shuo-xie-zuo-zhi-nan	books/写作创意/珍妮特·伯罗薇-小说写作指南.md	books/人文艺术/叙事创作/珍妮特·伯罗薇-小说写作指南.md	primary reader goal is narrative craft
tan-mei	books/写作创意/朱光潜-谈美.md	books/人文艺术/艺术美学/朱光潜-谈美.md	primary reader goal is art and aesthetics
yi-shu-de-gu-shi	books/写作创意/E.H. 贡布里希-艺术的故事.md	books/人文艺术/艺术美学/E.H. 贡布里希-艺术的故事.md	primary reader goal is art and aesthetics
xiao-shuo-mian-mian-guan	books/写作创意/E.M. 福斯特-小说面面观.md	books/人文艺术/叙事创作/E.M. 福斯特-小说面面观.md	primary reader goal is narrative craft
ru-he-shuo-hai-zi-cai-hui-ting-zen-me-ting-hai-zi-cai-ken-sh	books/心理学/阿黛尔·法伯,伊莱恩·玛兹丽施-如何说孩子才会听，怎么听孩子才肯说.md	books/关系家庭/沟通冲突/阿黛尔·法伯,伊莱恩·玛兹丽施-如何说孩子才会听，怎么听孩子才肯说.md	primary reader goal is communication and conflict
zi-bei-yu-chao-yue	books/心理学/阿尔弗雷德·阿德勒-自卑与超越.md	books/心理修复/自尊成长/阿尔弗雷德·阿德勒-自卑与超越.md	primary reader goal is self-worth and growth
ai-de-yi-shu	books/心理学/埃里希·弗洛姆-爱的艺术.md	books/关系家庭/亲密关系/埃里希·弗洛姆-爱的艺术.md	primary reader goal is intimate relationship
she-hui-xing-dong-wu	books/心理学/埃利奥特·阿伦森-社会性动物.md	books/思维科学/行为经济/埃利奥特·阿伦森-社会性动物.md	primary reader goal is social bias and behavior
yuan-ding-yu-mu-jiang	books/心理学/艾莉森·高普尼克-园丁与木匠.md	books/关系家庭/儿童发展/艾莉森·高普尼克-园丁与木匠.md	primary reader goal is child development
bei-tao-yan-de-yong-qi	books/心理学/岸见一郎,古贺史健-被讨厌的勇气.md	books/心理修复/自尊成长/岸见一郎,古贺史健-被讨厌的勇气.md	primary reader goal is self-worth and growth
shen-ti-cong-wei-wang-ji	books/心理学/贝塞尔·范德考克-身体从未忘记.md	books/关系家庭/亲密关系/贝塞尔·范德考克-身体从未忘记.md	primary reader goal is intimate relationship
huan-xing-lao-hu	books/心理学/彼得·莱文,安·弗雷德里克-唤醒老虎.md	books/心理修复/创伤修复/彼得·莱文,安·弗雷德里克-唤醒老虎.md	primary reader goal is trauma recovery
bo-en-si-xin-qing-xu-liao-fa	books/心理学/大卫·伯恩斯-伯恩斯新情绪疗法.md	books/心理修复/情绪内耗/大卫·伯恩斯-伯恩斯新情绪疗法.md	primary reader goal is emotion and mental strain
she-hui-xin-li-xue	books/心理学/戴维·迈尔斯-社会心理学.md	books/思维科学/行为经济/戴维·迈尔斯-社会心理学.md	primary reader goal is social bias and behavior
